id,song_title,album_title,year_of_release,month_of_release,type,album_id,lyrics
195,Tiny Montgomery,The Basement Tapes,1975,6,Original,16,". Well you can tell ev’rybody down in ol’ Frisco. Tell ’em Tiny Montgomery says hello. . . Now ev’ry boy and girl’s gonna get their bang. ’Cause Tiny Montgomery’s gonna shake that thing. Tell ev’rybody down in ol’ Frisco. That Tiny Montgomery’s comin’ down to say hello. . Skinny Moo and T-Bone Frank. They’re all gonna take on down by the bounty bank. One bird book and a buzzard and a crow. Tell ’em all that Tiny’s gonna say hello. . . Scratch your dad, do that bird. Suck that pig and bring it on home. Pick that dream and lose that dough. Tell ’em all that Tiny says hello. . . Now he’s king of the drunks an’ he squeezes, too. Watch out, Lester, take it, Lou. Join the monks, the C.I.O. Tell ’em all that Tiny Montgomery says hello. . Now grease that gig and play it blank. Go on out and gas that dog. Trick on in, flower that floor. Take it on down, begin to grow. Now play that low and pick it up. Take it on in in a bald cup. Three-legged man and a hot-lipped hoe. Tell ’em all Montgomery says hello. . . Well you can tell ev’rybody down in ol’ Frisco. Tell ’em all that Montgomery says hello"
196,You Ain't Goin' Nowhere,The Basement Tapes,1975,6,Original,16,". Clouds so swift, rain won’t lift. Gate won’t close, railings froze. Get your mind off wintertime. You ain’t goin' nowhere. . . Whoo-ee! Ride me high. Tomorrow’s the day. My bride’s going to come. Oh, oh, are we going to fly. Down in the easy chair!. . . I don’t care how many letters they sent. Morning came and morning went. Pick up your money and pack up your tent. You ain’t going nowhere. . . Whoo-ee! Ride me high. Tomorrow’s the day. My bride’s going to come. Oh, oh, are we going to fly. Down in the easy chair!. . Buy me a flute and a gun that shoots. Tailgates and substitutes. Strap yourself to the tree with roots. You ain’t going nowhere. . . Whoo-ee! Ride me high. Tomorrow’s the day. My bride’s going to come. Oh, oh, are we going to fly. Down in the easy chair!. . . Genghis Khan, he could not keep. All his kings supplied with sleep. We’ll climb that hill no matter how steep. When we get up to it. . . Whoo-ee! Ride me high. Tomorrow’s the day. My bride’s going to come. Oh, oh, are we going to fly. Down in the easy chair!"
197,Don’t Ya Tell Henry,The Basement Tapes,1975,6,Original,16,". Don’t ya tell Henry. Apple’s got your fly. . . I went down to the river on a Saturday morn. A-lookin’ around just to see who’s born. I found a little chicken down on his knees. I went up and yelled to him, “Please, please, please!”. . . He said, “Don’t ya tell Henry. Don’t ya tell Henry. Don’t ya tell Henry. Apple’s got your fly”. . . I went down to the corner at a-half past ten. I’s lookin’ around, I wouldn’t say when. I looked down low, I looked above. And who did I see but the one I love. . . She said, “Don’t ya tell Henry. Don’t ya tell Henry. Don’t ya tell Henry. Apple’s got your fly”. . Now, I went down to the beanery at half past twelve. A-lookin’ around just to see myself. I spotted a horse and a donkey, too. I looked for a cow and I saw me a few. . . They said, “Don’t ya tell Henry. Don’t ya tell Henry. Don’t ya tell Henry. Apple’s got your fly”. . . Now, I went down to the pumphouse the other night. A-lookin’ around, I was outta sight. I looked high and low for that big ol’ tree. I did go upstairs but I didn’t see nobody but me. . . I said, “Don’t ya tell Henry. Don’t ya tell Henry. Don’t ya tell Henry. Apple’s got your fly”"
198,Nothing Was Delivered,The Basement Tapes,1975,6,Original,16,". Nothing was delivered. And I tell this truth to you. Not out of spite or anger. But simply because it’s true. Now, I hope you won’t object to this. Giving back all of what you owe. The fewer words you have to waste on this. The sooner you can go. . . Nothing is better, nothing is best. Take care of yourself, get plenty of rest. . . Nothing was delivered. But I can’t say I sympathize. With what your fate is going to be. Yes, for telling all those lies. Now you must provide some answers. For what you sold that's not been received. And the sooner you come up with them. The sooner you can leave. . . Nothing is better, nothing is best. Take care of yourself, get plenty of rest. . Now you know nothing was delivered. And it’s up to you to say. Just what you had in mind. When you made ev’rybody pay. No, nothing was delivered. Yes, ’n’ someone must explain. And as long as it takes to do this. Then that’s as long as you’ll remain. . . Nothing is better, nothing is best. Take care of yourself and get plenty of rest"
199,"Open the Door, Homer",The Basement Tapes,1975,6,Original,16,". Now, there’s a certain thing. That I learned from Jim. That he’d always make sure I’d understand. And that is that there’s a certain way. We all must swim. If we expect to live off of the fat of the land. . . Open the door, Richard. I’ve heard it said before. Open the door, Richard. I’ve heard it said before. But I ain’t gonna hear it said no more. . . Now, there’s a certain thing. That I learned from my friend, Mouse. That fella who never blushes. And that is that one must always. Flush out his house. If he don't expect to be housing flushes. . . Open the door, Richard. I’ve heard it said before. Open the door, Richard. I’ve heard it said before. And I ain’t gonna hear it said no more. . “Take care of all of your memories”. Said Nick. “For you cannot relive them. And remember when you’re out there. Trying to heal the sick. That you must always first forgive them”. . . Open the door, Richard. I’ve heard it said before. Open the door, Richard. I’ve heard it said before. And I ain’t gonna hear it said no more"
200,Long Distance Operator,The Basement Tapes,1975,6,Original,16,"Long-distance operator. Place this call, it's not for fun. Long-distance operator. Please, place this call, you know it's not for fun. I gotta get a message to my baby. You know, she's not just anyone. . There are thousands in the phone booth. Thousands at the gate. There are thousands in the phone booth. Thousands at the gate. Ev'rybody wants to make a long-distance call. But you know they're just gonna have to wait. . Ev'rybody wants to be my friend. But nobody wants to get higher. Ev'rybody wants to be my friend. But nobody wants to get higher. Long-distance operator. I believe I'm stranglin' in this telephone wire"
201,This Wheel's on Fire,The Basement Tapes,1975,6,Original,16,. If your memory serves you well. We were going to meet again and wait. So I’m going to unpack all my things. And sit before it gets too late. No man alive will come to you. With another tale to tell. But you know that we shall meet again. If your memory serves you well. . . This wheel’s on fire. Rolling down the road. Best notify my next of kin. This wheel shall explode!. . . If your memory serves you well. I was going to confiscate your lace. And wrap it up in a sailor’s knot. And hide it in your case. If I knew for sure that it was yours. But it was oh so hard to tell. But you knew that we shall meet again. If your memory serves you well. . This wheel’s on fire. Rolling down the road. Best notify my next of kin. This wheel shall explode!. . . If your memory serves you well. You’ll remember you’re the one. That called on me to call on them. To get you your favors done. And after ev’ry plan had failed. And there was nothing more to tell. You knew that we should meet again. If your memory served you well. . . This wheel’s on fire. Rolling down the road. Best notify my next of kin. This wheel shall explode!
202,Hurricane,Desire,1976,1,Original,17,". Pistol shots ring out in the barroom night. Enter Patty Valentine from the upper hall. She sees the bartender in a pool of blood. Cries out, “My God, they killed them all!”. . . Here comes the story of the Hurricane. The man the authorities came to blame. For something that he never done. Put in a prison cell, but one time he could-a been. The champion of the world. . . Three bodies lyin' there. Does Patty see. And another man named Bello. Moving around mysteriously. “I didn’t do it,” he says. And he throws up his hands. “I was only robbin' the register. I hope you understand. . . I saw them leaving,” he says, and he stops. “One of us had better call up the cops”. And so Patty calls the cops. And they arrive on the scene. With their red lights flashin'. In the hot New Jersey night. . Meanwhile, far away in another part of town. Rubin Carter and a couple of friends are drivin' around. Number one contender for the middleweight crown. Had no idea what kinda shit was about to go down. . . When a cop pulled him over to the side of the road. Just like the time before and the time before that. In Paterson that’s just the way things go. If you’re black. You might as well not show up on the street. Unless you want to draw the heat. . . Alfred Bello had a partner and he had a rap for the cops. Him and Arthur Dexter Bradley were just out prowling around. He said, “I saw two men running out. They looked like middleweights. They jumped into a white car with out-of-state plates”. . . And Miss Patty Valentine just nodded her head. Cop said, “Wait a minute, boys, this one’s not dead”. So they took him to the infirmary. And though this man could hardly see. They told him that he could identify the guilty men. . Four in the morning and they haul Rubin in. They take him to the hospital and they brought him upstairs. The wounded man looks up through his one dying eye. Says, “Why did you bring him in here for?. He ain't the guy!”. . . Here’s the story of the Hurricane. The man the authorities came to blame. For something that he never done. Put in a prison cell, but one time he could-a been. The champion of the world. . . Four months later, the ghettos are in flame. Rubin’s in South America, fighting for his name. While Arthur Dexter Bradley’s still in the robbery game. And the cops are putting the screws to him. Lookin' for somebody to blame. . . “Remember that murder that happened in a bar?”. “Remember you said you saw the getaway car?”. “You think you’d like to play ball with the law?”. “Think it might-a been that fighter that you saw. Running that night?”. “Don’t forget that you are white”. . Arthur Dexter Bradley said, “I’m really not sure”. The cops said, “A poor boy like you could use a break. We got you for the motel job. And we’re talking to your friend Bello. Now you don’t want to have to go back to jail. Be a nice fellow. . . You’ll be doing society a favor. That son of a bitch is brave and gettin' braver. We want to put his ass in stir. We want to pin this triple murder. On him. He ain’t no Gentleman Jim”. . . Rubin could take a man out with just one punch. But he never did like to talk about it all that much. ""It’s my work"", he’d say, ""and I do it for pay. And when it’s over I’d just as soon go on my way"". . . Up to some paradise. Where the trout streams flow and the air is nice. And ride a horse along a trail. But then they took him to the jailhouse. Where they try to turn a man. Into a mouse. . . All of Rubin’s cards were marked in advance. The trial was a pig-circus. He never had a chance. The judge made Rubin’s witnesses. Drunkards from the slums. To the white folks who watched. He was a revolutionary bum. . . And to the black folks he was just a crazy nigga. No one doubted that he pulled the trigger. And though they could not produce the gun. The D.A. said he was the one. Who did the deed. And the all-white jury agreed. . . Rubin Carter was falsely tried. The crime was murder “one,”. Guess who testified?. Bello and Bradley and they both baldly lied. And the newspapers, they all went along for the ride. . . How can the life of such a man. Be in the palm of some fool’s hand?. To see him obviously framed. Couldn’t help but make me feel ashamed. To live in a land. Where justice is a game. . . Now all the criminals in their coats and their ties. Are free to drink Martinis. And watch the sun rise. While Rubin sits like Buddha. In a ten-foot cell. An innocent man in a living hell. . . Yes that’s the story of the Hurricane. But it won’t be over till they clear his name. And give him back the time he’s done. Put in a prison cell, but one time he could-a been. The champion of the world"
203,Isis,Desire,1976,1,Original,17,". I married Isis on the fifth day of May. But I could not hold on to her very long. So I cut off my hair and I rode straight away. For the wild unknown country where I could not go wrong. . . I came to a high place of darkness and light. Dividing line ran through the center of town. I hitched up my pony to a post on the right. Went in to a laundry to wash my clothes down. . . A man in the corner approached me for a match. I knew right away, he was not ordinary. He said “Are you looking for something easy to catch?”. Said “I got no money”. He said “That ain't necessary”. . . We set out that night, for the cold in the North. I gave him my blanket, and he gave me his word. I said “Where are we going?” He said we’d be back by the fourth. I said “That’s the best news that I’ve ever heard”. . . I was thinking about turquoise, I was thinking about gold. I was thinking about diamonds, and the world’s biggest necklace. As we rode through the canyons, through the devilish cold. I was thinking about Isis, how she thought I was so reckless. . How she told me that one day we would meet up again. And things would be different the next time we wed. If I only could hang on and just be her friend. I still can’t remember all the best things she said. . . We came to the pyramids, all embedded in ice. He said “There’s a body I’m trying to find. If I carry it out it’ll bring a good price”. 'Twas then that I knew what he had on his mind. . . The wind it was a-howlin', and the snow was outrageous. We chopped through the night. And we chopped through the dawn. When he died, I was hopin' that it wasn’t contagious. But I made up my mind that I had to go on. . . I broke into the tomb, but the casket was empty. There was no jewels, no nothing! I felt I’d been had. When I saw that my partner was just being friendly. When I took up his offer I must have been mad. . . I picked up his body and I dragged him inside. Threw him down in the hole, and I put back the cover. I said a quick prayer, then I felt satisfied. Then I rode back to find Isis, just to tell her I love her. . She was there, in the meadow, where the creek used to rise. Blinded by sleep, and in need of a bed. I came in from the East, with the sun in my eyes. I cursed her one time, then I rode on ahead. . . She said “Where you been?”. I said “No place special”. She said “You look different”. I said “Well. I guess”. She said “You been gone”. I said “That’s only natural”. She said “You going to stay?”. I said “If you want me to, yes"". . . Isis, oh, Isis, you mystical child. What drives me to you is what drives me insane. I still can remember the way that you smiled. On the fifth day of May in the drizzling rain"
204,Mozambique,Desire,1976,1,Original,17,". I like to spend some time in Mozambique. The sunny sky is aqua blue. And all the couples dancing cheek to cheek. It’s very nice to stay a week or two. And maybe fall in love, just me and you. . . . . There’s lot of pretty girls in Mozambique. And plenty time for good romance. And everybody likes to stop and speak. To give the special one you seek a chance. Or maybe say hello with just a glance. . . . . Lying next to her by the ocean. Reaching out and touching her hand. Whispering your secret emotion. Magic in a magical land. . . And when it’s time for leaving Mozambique. To say goodbye to sand and sea. You turn around to take a final peek. And you see why it’s so unique to be. Among the lovely people living free. Upon the beach of sunny Mozambique."
205,One More Cup of Coffee (Valley Below),Desire,1976,1,Original,17,". Your breath is sweet. Your eyes are like two jewels in the sky. Your back is straight, your hair is smooth. On the pillow where you lie. But I don't sense affection. No gratitude or love. Your loyalty is not to me. But to the stars above. . . One more cup of coffee for the road. One more cup of coffee 'fore I go. To the valley below. . . Your daddy, he's an outlaw. And a wanderer by trade. He'll teach you how to pick and choose. And how to throw the blade. He oversees his kingdom. So no stranger does intrude. His voice, it trembles as he calls out. For another plate of food. . . One more cup of coffee for the road. One more cup of coffee 'fore I go. To the valley below. . Your sister sees the future. Like your mama and yourself. You've never learned to read or write. There's no books upon your shelf. And your pleasure knows no limits. Your voice is like a meadowlark. But your heart is like an ocean. Mysterious and dark. . . One more cup of coffee for the road. One more cup of coffee 'fore I go. To the valley below"
206,"Oh, Sister",Desire,1976,1,Original,17,". Oh, sister, when I come to lie in your arms. You should not treat me like a stranger. Our Father would not like the way that you act. And you must realize the danger. . . Oh, sister, am I not a brother to you. And one deserving of affection?. And is our purpose not the same on this earth. To love and follow His direction?. . . We grew up together. From the cradle to the grave. We died and were reborn. And then mysteriously saved. . . Oh, sister, when I come to knock on your door. Don’t turn away, you’ll create sorrow. Time is an ocean but it ends at the shore. You may not see me tomorrow"
207,Joey,Desire,1976,1,Original,17,". Born in Red Hook, Brooklyn, in the year of who knows when. Opened up his eyes to the tune of an accordion. Always on the outside of whatever side there was. When they asked him why it had to be that way, “Well,” he answered. “Just because”. . Larry was the oldest, Joey was next to last. They called Joe “Crazy,” the baby they called “Kid Blast”. Some say they lived off gambling and runnin’ numbers too. It always seemed they got caught between the mob and the men in blue. . . Joey, Joey. King of the streets, child of clay. Joey, Joey. What made them want to come and blow you away?. . . There was talk they killed their rivals, but the truth was far from that. No one ever knew for sure where they were really at. When they tried to strangle Larry, Joey almost hit the roof. He went out that night to seek revenge, thinking he was bulletproof. . The war broke out at the break of dawn, it emptied out the streets. Joey and his brothers suffered terrible defeats. Till they ventured out behind the lines and took five prisoners. They stashed them away in a basement, called them amateurs. . “Let’s blow this place to kingdom come, let Con Edison take the blame”. But Joey stepped up, and he raised his hands, said, “We’re not those kind of men. It’s peace and quiet that we need to go back to work again”. . . Joey, Joey. King of the streets, child of clay. Joey, Joey. What made them want to come and blow you away?. . . The police department hounded him, they called him Mr. Smith. They got him on conspiracy, they were never sure who with. “What time is it?” said the judge to Joey when they met. “Five to ten,” said Joey. The judge says, “That’s exactly what you get”. He did ten years in Attica, reading Nietzsche and Wilhelm Reich. They threw him in the hole one time for trying to stop a strike. His closest friends were black men because they seemed to understand. What it’s like to be in society with a shackle on your hand. When they let him out in ’71 he’d lost a little weight. But he dressed like Jimmy Cagney and I swear he did look great. He tried to find the way back into the life he left behind. To the boss he said, “I have returned and now I want what’s mine”. . Joey, Joey. King of the streets, child of clay. Joey, Joey. What made them want to come and blow you away?. . . It was true that in his later years he would not carry a gun. “I’m around too many children,” he’d say, “they should never know of one”. Yet he walked right into the clubhouse of his lifelong deadly foe. Emptied out the register, said, “Tell them it was Crazy Joe”. One day they blew him down in a clam bar in New York. He could see it coming through the door as he lifted up his fork. He pushed the table over to protect his family. Then he staggered out into the streets of Little Italy. . . Joey, Joey. King of the streets, child of clay. Joey, Joey. What made them want to come and blow you away?. . . Sister Jacqueline and Carmela and mother Mary all did weep. I heard his best friend Frankie say, “He is not dead, he’s just asleep”. Then I saw the old man’s limousine head back towards the grave. I guess he had to say one last goodbye to the son that he could not save. The sun turned cold over President Street and the town of Brooklyn mourned. They said a mass in the old church near the house where he was born. And someday if God’s in heaven overlooking His preserve. I know the men that shot him down will get what they deserve. . . Joey, Joey. King of the streets, child of clay. Joey, Joey. What made them want to come and blow you away?"
208,Romance in Durango,Desire,1976,1,Original,17,". Hot chili peppers in the blistering sun. Dust on my face and my cape. Me and Magdalena on the run. I think this time we shall escape. . Sold my guitar to the baker’s son. For a few crumbs and a place to hide. But I can get another one. And I’ll play for Magdalena as we ride. . . No Ilores, mi querida. Dios nos vigila. Soon the horse will take us to Durango. Agarrame, mi vida. Soon the desert will be gone. Soon you will be dancing the fandango. . . Past the Aztec ruins and the ghosts of our people. Hoof beats like castanets on stone. At night I dream of bells in the village steeple. Then I see the bloody face of Ramon. . Was it me that shot him down in the Cantina. Was it my hand that held the gun?. Come, let us fly, my Magdalena. The dogs are barking and what’s done is done. . No Ilores, mi querida. Dios nos vigila. Soon the horse will take us to Durango. Agarrame, mi vida. Soon the desert will be gone. Soon you will be dancing the fandango. . . In the corrida we’ll sit in the shade. And watch the young torero stand alone. We’ll drink tequila where our grandfathers stayed. When they rode with Villa into Torreón. . Then the padre will recite the prayers of old. In the little church this side of town. I will wear new boots and an earring of gold. You’ll shine with diamonds in your wedding gown. . The way is long but the end is near. Already the fiesta has begun. The face of God will appear. With His serpent eyes of obsidian. . . No Ilores, mi querida. Dios nos vigila. Soon the horse will take us to Durango. Agarrame, mi vida. Soon the desert will be gone. Soon you will be dancing the fandango. . Was that the thunder that I heard?. My head is vibrating, I feel a sharp pain. Come sit by me, don’t say a word. Oh, can it be that I am slain?. . Quick, Magdalena, take my gun. Look up in the hills, that flash of light. Aim well my little one. We may not make it through the night. . . No Ilores, mi querida. Dios nos vigila. Soon the horse will take us to Durango. Agarrame, mi vida. Soon the desert will be gone. Soon you will be dancing the fandango"
209,Black Diamond Bay,Desire,1976,1,Original,17,". Up on the white veranda. She wears a necktie and a Panama hat. Her passport shows a face. From another time and place. She looks nothing like that. And all the remnants of her recent past. Are scattered in the wild wind. She walks across the marble floor. Where a voice from the gambling room is calling her to come on in. She smiles, walks the other way. As the last ship sails and the moon fades away. From Black Diamond Bay. . . As the morning light breaks open, the Greek comes down. And he asks for a rope and a pen that will write. “Pardon, monsieur,” the desk clerk says. Carefully removes his fez. “Am I hearing you right?”. And as the yellow fog is lifting. The Greek is quickly heading for the second floor. She passes him on the spiral staircase. Thinking he’s the Soviet Ambassador. She starts to speak, but he walks away. As the storm clouds rise and the palm branches sway. On Black Diamond Bay. . A soldier sits beneath the fan. Doing business with a tiny man who sells him a ring. Lightning strikes, the lights blow out. The desk clerk wakes and begins to shout. “Can you see anything?”. Then the Greek appears on the second floor. In his bare feet with a rope around his neck. While a loser in the gambling room lights up a candle. Says, “Open up another deck”. But the dealer says, “Attendez-vous, s’il vous plait”. As the rain beats down and the cranes fly away. From Black Diamond Bay. . . The desk clerk heard the woman laugh. As he looked around the aftermath and the soldier got tough. He tried to grab the woman’s hand. Said, “Here’s a ring, it cost a grand”. She said, “That ain't enough”. Then she ran upstairs to pack her bags. While a horse-drawn taxi waited at the curb. She passed the door that the Greek had locked. Where a handwritten sign read, “Do Not Disturb”. She knocked upon it anyway. As the sun went down and the music did play. On Black Diamond Bay. . “I’ve got to talk to someone quick!”. But the Greek said, “Go away,” and he kicked the chair to the floor. He hung there from the chandelier. She cried, “Help, there’s danger near. Please open up the door!”. Then the volcano erupted. And the lava flowed down from the mountain high above. The soldier and the tiny man were crouched in the corner. Thinking of forbidden love. But the desk clerk said, “It happens every day”. As the stars fell down and the fields burned away. On Black Diamond Bay. . . As the island slowly sank. The loser finally broke the bank in the gambling room. The dealer said, “It’s too late now. You can take your money, but I don’t know how. You’ll spend it in the tomb”. The tiny man bit the soldier’s ear. As the floor caved in and the boiler in the basement blew. While she’s out on the balcony, where a stranger tells her. “My darling, je vous aime beaucoup”. She sheds a tear and then begins to pray. As the fire burns on and the smoke drifts away. From Black Diamond Bay. . I was sitting home alone one night in L.A. Watching old Cronkite on the seven o’clock news. It seems there was an earthquake that. Left nothing but a Panama hat. And a pair of old Greek shoes. Didn’t seem like much was happening. So I turned it off and went to grab another beer. Seems like every time you turn around. There’s another hard-luck story that you’re going to hear. And there’s really nothing anyone can say. And I never did plan to go anyway. To Black Diamond Bay"
210,Sara,Desire,1976,1,Original,17,". I laid on a dune, I looked at the sky. When the children were babies and played on the beach. You came up behind me, I saw you go by. You were always so close and still within reach. . . Sara, Sara. Whatever made you want to change your mind?. Sara, Sara. So easy to look at, so hard to define. . . I can still see them playing with their pails in the sand. They run to the water their buckets to fill. I can still see the shells falling out of their hands. As they follow each other back up the hill. . . Sara, Sara. Sweet virgin angel, sweet love of my life. Sara, Sara. Radiant jewel, mystical wife. . Sleeping in the woods by a fire in the night. Drinking white rum in a Portugal bar. Them playing leapfrog and hearing about Snow White. You in the marketplace in Savanna-la-Mar. . Sara, oh Sara. It’s all so clear, I could never forget. Sara, oh Sara. Loving you is the one thing I’ll never regret. . . I can still hear the sounds of those Methodist bells. I’d taken the cure and had just gotten through. Staying up for days in the Chelsea Hotel. Writing “Sad Eyed Lady of the Lowlands” for you. . . Sara, Sara. Wherever we travel we’re never apart. Sara, oh Sara. Beautiful lady, so dear to my heart. . . How did I meet you? I don’t know. A messenger sent me in a tropical storm. You were there in the winter, moonlight on the snow. And on Lily Pond Lane when the weather was warm. . . Sara, oh Sara. Scorpio Sphinx in a calico dress. Sara, oh Sara. You must forgive me my unworthiness. . Now the beach is deserted except for some kelp. And a piece of an old ship that lies on the shore. You always responded when I needed your help. You give me a map and a key to your door. . . Sara, oh Sara. Glamorous nymph with an arrow and bow. Sara, oh Sara. Don’t ever leave me, don’t ever go"
211,Changing of the Guards,Street-Legal,1978,6,Original,18,". Sixteen years, sixteen banners united over the fields. Where the good shepherd grieves. Desperate men, desperate women divided. Spreading their wings 'neath falling leaves. . . Fortune calls, I stepped forth from the shadows to the marketplace. Merchants and thieves, hungry for power, my last deal gone down. She's smelling sweet like the meadows where she was born. On Midsummer's Eve near the tower. . . The cold-blooded moon, the captain waits above the celebration. Sending his thoughts to a beloved maid. Whose ebony face is beyond communication. The captain is down but still believing that his love will be repaid. . . They shaved her head, she was torn between Jupiter and Apollo. A messenger arrived with a black nightingale. I seen her on the stairs and I couldn't help but follow. Follow her down past the fountain where they lifted her veil. . . I stumbled to my feet, I rode past destruction in the ditches. With the stitches still mending 'neath a heart-shaped tattoo. Renegade priests and treacherous young witches. Were handing out the flowers that I'd given to you. . The palace of mirrors where dog soldiers are reflected. The endless road and the wailing of chimes. The empty rooms where her memory is protected. Where the angels' voices whisper to the souls of previous times. . . She wakes him up, forty-eight hours later the sun is breaking. Near broken chains, mountain laurel and rolling rocks. She's begging to know what measures he now will be taking. He's pulling her down and she's clutching onto his long golden locks. . . Gentlemen, he said I don't need your organization, I've shined your shoes. I've moved your mountains and marked your cards. But Eden is burning either get ready for elimination. Or else your hearts must have the courage for the changing of the guards. . . Peace will come with tranquility and splendor on the wheels of fire. But will offer no reward when her false idols fall. And cruel death surrenders with its pale ghost retreating. Between the King and the Queen of Swords"
212,New Pony,Street-Legal,1978,6,Original,18,". I had a pony, her name was Lucifer (How much longer? How much longer?). I had a pony, her name was Lucifer (How much longer?). She broke her leg and needed shooting. I swear it hurt me more than it coulda hurted her. (How much longer? How much longer?). . . Sometimes I wonder what’s going on with Miss X (How much longer?). Sometimes I wonder what’s going on with Miss X. (How much? How much? How much longer?). She got such a sweet disposition. I never know what the poor girl’s gonna do to me next. (How much longer? How much longer?). . . I got a new pony, she knows how to fox-trot, lope and pace. (How much longer?). Well, I got a new pony, she knows how to fox-trot, lope and pace. (How much longer?). She got great big hind legs. Long, black shaggy hair hangin' in her face. (How much? How much? How much longer?). . . (How much? How much? How much longer?). . Everybody says you’re using voodoo, I've seen your feet walk by themselves. (How much? How much? How much longer?) Oh well. Everybody says you’re using’ voodoo, I've seen your feet walk by themselves. (How much? How much? How much longer?). Oh baby, that god you been prayin' to. Gonna give you back what you wishin' on someone else. (How much? How much longer?). . . Come over here pony, I want to climb up on top on you. (How much longer?) Well. Come over here pony, I wanna climb up one time on you. (How much longer?). You're oh so nasty and so bad. But I swear I love you, yes I do. (How much? How much? How much longer?). . (How much? How much? How much longer?). (How much? How much? How much longer?)"
213,No Time to Think,Street-Legal,1978,6,Original,18,". In death, you face life with a child and a wife. Who sleep-walks through your dreams into walls. You’re a soldier of mercy, you’re cold and you curse. “He who cannot be trusted must fall”. . . Loneliness, tenderness, high society, notoriety. You fight for the throne and you travel alone. Unknown as you slowly sink. And there’s no time to think. . . In the Federal City you been blown and shown pity. In secret, for pieces of change. The empress attracts you but oppression distracts you. And it makes you feel violent and strange. . . Memory, ecstasy, tyranny, hypocrisy. Betrayed by a kiss on a cool night of bliss. In the valley of the missing link. And you have no time to think. . . Judges will haunt you, the country priestess will want you. Her worst is better than best. I’ve seen all these decoys through a set of deep turquoise eyes. And I feel so depressed. . China doll, alcohol, duality, mortality. Mercury rules you and destiny fools you. Like the plague, with a dangerous wink. And there’s no time to think. . . Your conscience betrayed you when some tyrant waylaid you. Where the lion lies down with the lamb. I’d have paid off the traitor and killed him much later. But that’s just the way that I am. . . Paradise, sacrifice, mortality, reality. But the magician is quicker and his game. Is much thicker than blood and blacker than ink. And there’s no time to think. . . Anger and jealousy’s all that he sells us. He’s content when you’re under his thumb. Madmen oppose him, but your kindness throws him. To survive it you play deaf and dumb. . . Equality, liberty, humility, simplicity. You glance through the mirror and there’s eyes staring clear. At the back of your head as you drink. And there’s no time to think. . Warlords of sorrow and queens of tomorrow. Will offer their heads for a prayer. You can’t find no salvation, you have no expectations. Anytime, anyplace, anywhere. . . Mercury, gravity, nobility, humility. You know you can’t keep her and the water gets deeper. That is leading you onto the brink. But there’s no time to think. . . You’ve murdered your vanity, buried your sanity. For pleasure you must now resist. Lovers obey you but they cannot sway you. They’re not even sure you exist. . . Socialism, hypnotism, patriotism, materialism. Fools making laws for the breaking of jaws. And the sound of the keys as they clink. But there’s no time to think. . . The bridge that you travel on goes to the Babylon girl. With the rose in her hair. Starlight in the East and you’re finally released. You’re stranded but with nothing to share. . Loyalty, unity, epitome, rigidity. You turn around for one real last glimpse of Camille. ’Neath the moon shining bloody and pink. And there’s no time to think. . . Bullets can harm you and death can disarm you. But no, you will not be deceived. Stripped of all virtue as you crawl through the dirt. You can give but you cannot receive. . . No time to choose when the truth must die. No time to lose or say goodbye. No time to prepare for the victim that’s there. No time to suffer or blink. And no time to think"
214,"Baby, Stop Crying",Street-Legal,1978,6,Original,18,". You been down to the bottom with a bad man, babe. But you’re back where you belong. Go get me my pistol, babe. Honey, I can’t tell right from wrong. . . Baby, please stop crying, stop crying, stop crying. Baby, please stop crying, stop crying, stop crying. Baby, please stop crying. You know, I know, the sun will always shine. So baby, please stop crying ’cause it’s tearing up my mind. . . Go down to the river, babe. Honey, I will meet you there. Go down to the river, babe. Honey, I will pay your fare. . . Baby, please stop crying, stop crying, stop crying. Baby, please stop crying, stop crying, stop crying. Baby, please stop crying. You know, I know, the sun will always shine. So baby, please stop crying ’cause it’s tearing up my mind. . If you’re looking for assistance, babe. Or if you just want some company. Or if you just want a friend you can talk to. Honey, come and see about me. . . Baby, please stop crying, stop crying, stop crying. Baby, please stop crying, stop crying, stop crying. Baby, please stop crying. You know, I know, the sun will always shine. So baby, please stop crying ’cause it’s tearing up my mind. . . You been hurt so many times. And I know what you’re thinking of. Well, I don’t have to be no doctor, babe. To see that you’re madly in love. . . Baby, please stop crying, stop crying, stop crying. Baby, please stop crying, stop crying, stop crying. Baby, please stop crying. You know, I know, the sun will always shine. So baby, please stop crying ’cause it’s tearing up my mind"
215,Is Your Love in Vain?,Street-Legal,1978,6,Original,18,". Do you love me. Or are you just extending goodwill?. Do you need me half as bad as you say. Or are you just feeling guilt?. . . I’ve been burned before and I know the score. So you won’t hear me complain. Will I be able to count on you. Or is your love in vain?. . . Are you so fast that you cannot see. That I must have solitude?. When I am in the darkness. Why do you intrude?. . . Do you know my world, do you know my kind. Or must I explain?. Will you let me be myself. Or is your love in vain?. . . Well I’ve been to the mountain and I’ve been in the wind. I’ve been in and out of happiness. I have dined with kings, I’ve been offered wings. And I’ve never been too impressed. . All right, I’ll take a chance. I will fall in love with you. If I’m a fool you can have the night. You can have the morning too. . . Can you cook and sew, make flowers grow. Do you understand my pain?. Are you willing to risk it all. Or is your love in vain?. . . Can you cook and sew, make flowers grow. Do you understand my pain?. Are you willing to risk it all. Or is your love in vain?"
